,comment,sentimen
4088,Mohon maaf pak presiden janganlah diberikan kpd honorer yg serdik sj tp masih banyak kami dannrekan2 yg lain masih blm sertifikasi br mau mebdaftar krn tetlambat kuliah pd usia yg sdh tya krn keadaan ekonomi jd km mohon keadilan utk seluruh guru memberikan gaji yg 2 jt,Neutral
4089,"Bantuan dana utk sekolah harus benar2 kuat pengawasannya, karena jangan menjadi permasalahan baru dan menjadi lahan korupsi para pimpinan sekolah,, dana Bos saja sudah banyak disalah gunakan oleh para kepala sekolah., menjadi lahan korupsi",Neutral
4090,"Untuk Para Pejuang Non Formal alias guru PAUD jg Layak Mendapatkan Kesejahteraan Pak. Para Beliau Hebat jg Telah Mengabdikan Dedikasinya Tanpa Pamrih 😢😢😢
Saya jg sudah Berjuang 11 tahun di Dunia PAUD. Terimakasih Kasih Bapak. Semoga Sehat slalu ❤🎉🙏",Neutral
4091,Terimakasih pak prabowo,Neutral
4092,Kalo sekolah swasta apa dapat tambahan gaji kh pak presiden,Neutral
4093,MasyaAllah presiden kita membanggakan seluruh rakyat Indonesia semoga sehat selaluu bapak Presiden,Neutral
4094,"Indonesia mempunyai 3 jt guru, dan 1,2 juta sudah tersertifikasi nasih ada 1,8 jt guru yg belum tersertifikasi dan mereka adalah guru swasta yg mempunyai  gaji jauh di bawah umr. Prabowo harus tahu, lihat 1,8 jt guru hidup dalam kekurangan. Kalau hanya PNS dan guru honorer yg ngajar di negeri naik gajinya...ga ada gunanya.",Neutral
4095,Sehat selalu bapak presiden,Neutral
4096,Wajib 2 Periode,Neutral
4097,Saya sangat bangga  punya presiden seperti bpk❤,Neutral
4098,Habis nangis karena ingin kesejahteraan guru langsung tegas membrantas korupsi,Neutral
4099,Kami ini pansiyun guru s d pak la  dapat bapak bayang kan  pnghasilan kami,Neutral
4100,Terimakasih pak presiden,Neutral
4101,Pakai baju SD Pak . Bentuk cinta terhadap pendidikan.,Neutral
4102,Sehat selalu pak presiden.,Neutral
4103,Sayangnya hanya bagi guru yang sudah sertifikasi 😢baik asn pppk dan non asn.,Neutral
4104,"❤❤iya sekolah sy sdh hancur pak presiden yg terdapat di kabupaten Parigi Moutong Sulteng kec Tinombo desa taipaobal SMP negeri Satap 4 Tinombo belum pernah dapat bantuan/daerah terpencil kasihanilah pak presiden sekolah ku kami masyarakat ortu siswa sangat mengharapkan bantuan nya biar anak"" kami tdk putus sekolah❤❤❤🤲🤲🤲😭😭😭",Neutral
4105,Sdh tau saya baperan liat org nangis jadi ikutan nangis 😢 terimakasih pak prabowo sdh bekerja keras utk kesejahteraan rakyat kalau engkau berhasil sampai di akhir jabatan engkau pasti dikenang sebagai pahlawan bangsa ❤❤❤,Neutral
4106,"Merinding dengar pidato pak prabowo,, mudahan terkabul keinginan pak prabowo,, indonesia tambah maju dn bemartabat,, rakyat makmur, aman sentosa",Neutral
4107,Alhamdulillah  Niat yang Tulus semoga terlaksana,Neutral
4108,"TERHARU SAMPE KESANUBARI BP PRESIDENKU PRABOWO SAYA IKUT BERCUCURUN AIR MATAKU, 😭😭😭🤩🤩🤩👍👍👍",Neutral
4109,Dulu Guru dijuluki Pahlawan tanpa tanda jasa...begitu mulyanya jabatan profesional Guru...memang sejak jaman dulu guru sangat dihormati sampai masa kerajaanpun Guru sangat dihargai...,Neutral
4110,"Guru naik gajinya,,sementara kita kuli bangunan gajinya cuman 100 1 hari belum uang mkn/bensin/rokok,,mohon bantuan ny pak presiden buat para kuli 🙏🙏🙏🙏🙏",Neutral
4111,Terimakasih pak presiden,Neutral
4112,Semoga panjang umur pak...Aamin,Neutral
4113,pastinya akan ada syarat ketentuan berlaku. saya guru PNS belum sertifikasi meskipun tinggal 1 tahun 5 bulan lagi akan pensiun. bakal dapat gak ya? nama dan alamat saya bakal ditemukan tidak seperti kata pak Presiden?😀😃,Neutral
4114,"merinding & terharu, semangat & terimakasih pak 🫡",Neutral
4115,"Tuhan berkati Pak Prabowo dan Gibran. ..selalu sehat, kuat, dan selalu di bri hikmat  dari Yang Maha Kuasa.",Neutral
4116,Hahaha bpk presiden yg baik selalu panjang umur dan sehat ❤❤❤,Positive
4117,Kelanjutan nya ihhh,Neutral
4118,"Baru presiden yng memperhatikan nasib guru2 di Indonesia, presiden yng bisa merasakan pendidikan sangat penting untuk sebuah negara biar maju",Neutral
4119,"*PEMILU KEMARIN SAYA TDK MENDUKUNG PRABOWO,TAPI KETIKA PAK PRABOWO BISA MENERAPKAN JANJINYA INI ,SAYA AKAN DUKUNG PENUH*",Neutral
4120,Semoga Indonesia semakin sejahtera,Neutral
4121,Semoga Indonesia semakin sejahtera,Neutral
4122,Semoga Indonesia semakin sejahtera,Neutral
4123,Terimakasih Bapak presiden..luarbiasa❤❤,Neutral
4124,"bukan omon² belaka tp janji satu-persatu terealisasikan, mantappppp jenderal, baru kali ini saya mendengar dan melihat pidato presiden sedih 😢😢😢",Neutral
4125,Pajang umur dan sehat slalu pak Prabowo Subianto smoga bapak bisa memimpin negara Indonesia 2 periode dan bapak selalu diberikan kemudahan dalam mengerjakan tugasx bapak,Neutral
4126,"buatvrakyat yang diperas pajaknya ga menangis???

buat kaum kaum bawah buruh paling bawah ga mennagis???

buat korban 98 ga mennagis???

tukang drama sma kaya mulyono",Neutral
4127,"Yang kuperkirakan, gaji pokok yang dimaksud adalah uang sertifikasi yang memang sudah ada melekat di tunjangan sertifikasi bagi guru ASN bersertifikasi. Kalau benar, berarti janji ini terlalu pahit untuk ditelan.",Neutral
4128,Yg korup jg harus bersih Pak ..rampas hartanya jg,Neutral
4129,Menyanyi himne guru,Neutral
4130,Kalo sampai begini presiden berpidato punya cita2 yg mulia....apakah para pejabat kita tidak tersentuh hati nuraninya supaya tidak korupsi....baik pejabat pusat maupun daerah,Neutral
4131,Presiden RI bpk Prabowo dan para menterilah yang terbaik. Diberkati slu bpk Presiden.,Neutral
4132,ASN gaji naik 1x gaji pokok tetap dapat TPP apa tidak kalau naik 1x gaji pokok tetapi tidak mendapat TPP berarti ya sama saja tidak naik tetap ketika mendapat TPP,Neutral
4133,"Justru saya menyenangi iklan susu yg dipromosikan oleh Dr......sedianya saya mau beli tapi 3 kl tp tunggu gajian dulu😂😂😂maaf saya pensiunan sendiri lagi yg ada hanya cucu dan anak saya yg paling besar  blm nikah lagi dan tdk kerja.,maaf ya saya sdh usia 76 tahun pensiunan DikNas.🙏🙏🙏",Neutral
4134,"Pak Prabowo, tolong yg sertifikasi  bisa langsung masuk rekening masing²guru, presiden kita emang the best, thank you",Positive
4135,"Dokter2 asn dan non asn yg bertugas di daerah 3T juga.. yg bekerja siang dan malam tdk pernah berhenti juga di perhatikan pak... tanggungjwb besar, krj nya juga nyata... harus di berikan insentif layak pak",Neutral
4136,Guru sekarang udah kaya2 pak presiden masih banyak masyarakat yg hidupnya lebih susah,Neutral
4137,"Sehat trus presiden Q,,,,",Neutral
4138,Awas lahir macan yang paling ganas macan ASIA ❤❤,Neutral
4139,Terharu mendengarnya mg bpk presidenku bpk Prabowo sht sll sayangi rakyat kecil pakkk🌹🥰,Neutral
4140,Ini presidenku Bravo presidenku,Neutral
4141,Trimakasih pak prabowo atas kebijakan yang berpihak pada won cilik 😢,Neutral
4142,Jangan di buat Pencitraan..pak..Rakyat Kita Butuh Negara yg Aman..Tenteram..Makmur..Singkirkan Koruptor...Preman..Propokator...Penghasud...Tindak Tegas..Negara Aman..pasti makmur...,Neutral
4143,Sehat selalu ya pak @prabowo,Neutral
4144,"Semoga dengan anggaran pendidikan yang tinggi kami para pensiunan guru juga termasuk yang ditingkatkan kesejahteraannya , itu harapan kami",Neutral
4145,"BP KU, SYURGAMU UNTUK RAKYAT SELURUH INDONESIA TERHARU BPAAAAAAA MALAIKAT KU ,AMIIN AMIIN AMIINNN 💖💖💖💖💖💖💖🤲🤲🤲😍😍😍🥰🥰🥰😘😘😘",Neutral
4146,Berterimakasihlah bagi guru yg tidak memilih prabowo dgn menaikan kesejahteraan bagi kalian....,Neutral
4147,"Pak prabowo sudah berkuasa,tapi pidatonya masih seperti saat2 pemilu,ini mencerminkan niat tulus dari hati ingin membesarkan kejayaan bangsa ini 🙏 ,semoga bapak sehat selalu dan di permudah segala urusan demi tercapainya cita2 amiin🤲🤲🤲🙇🙇🙇",Neutral
4148,🤣🤣🤣,Neutral
4149,Semoga pak presiden panjang umur slalu dilindungi dan dikelilingi orang2 baik,Neutral
4150,Gaji naik mohon kinerja para guru juga di tingkatkan jangan suka makan gaji buta dan dana bos jangan di korupsi,Neutral
4151,Sehat selalu Tuan Presiden❤❤❤❤,Neutral
4152,"Sudah sejak zaman SBY  2007 hingga skrg, dgn tunj. Sertifikasi, naik 1X gaji pokok, terus yg barunya dmn pak? Dan yg swasta tdnya tunj. Sertifikasi (setelah tdk ada impasing) ,1,5jt, namun janjinya 2025, jadi 2jt/bulan , jadi kenaikannya 500rb, terus utk ASN naiknya dmn?",Neutral
4153,Semoga guru menjadi juga meningkatkan   mutu mengajar nya,Neutral
4154,"Terimakasih pak semoga bapak sehat dan panjang umur 
Memperhatikan kami guru asn dan non asn",Neutral
4155,"Alhamdulillah, sy berdoa semoga pk Prabowo bisa lepas dr bayang"" jkwi, agar tdk tersesat di jln yg sesat dlm rangka mensejahterakan rakyat,",Neutral
4156,"Assalamualaikum bpk presiden bpk Prabowo subianto, ,mohon mf sekli lagi bagaimna dengan kmi karyawan kontrak/pkwt kmi Juga butuh kejelasan bpk 🙏🙏",Neutral
4157,Bismillah guru PAUD dapat juga,Neutral
4158,Semoga sukses Amiiin,Neutral
4159,"Menit ke 25:50😢 serasa Pak Presiden langsung bilang terima kasih di kuping ini. 
Terima kasih, Bapak Presiden. 
😭😭😭🥺",Neutral
4160,"Lagi2 nih gaji guru dinaikan,tetapi kurikulum dan kwalitas pembelajaran jauh dari harapan para wali murid,guru2 sekarang jika sampe disekolah hamya sibuk dh hp,lihat tuh para guru2 jika pulang mengajar matanya pda merah,apalagi gajiau dinaikan waduh....tambah parah....pada dipake beli  hp yg diatas 5-20jutaan.",Neutral
4161,Semoga menuju indonesia lebih baik bner2 lebih baik😢🤲,Neutral
4162,🎉❤,Neutral
4163,"Pak Bowo terpilih karena takdir,,
Karena namanya berawalan dari angka 8owo/presiden ke delapan,,
Olehnya preiden ke 7 dia tidak mungkin bisa jadi kareba harus  perawalan dari angka 7okowi
Dan next preidennya ke sembilan berawaln angka 9",Neutral
4164,Mantap  pak presiden wowo 🤲👍🙏,Neutral
4165,"Mana ni guru"" padahal kemarin mereka pilih Anies...
Ngk tau malu ni guru""",Neutral
4166,Trimakasih BPK Prabowo subianto .,Neutral
4167,❤❤❤❤❤,Neutral
4168,❤❤❤❤❤,Neutral
4169,Terima Kasih Pak Prabowo Anda sudah Sangat Merasakan Betul Penderitaan Para Guru dan Anak Didik yang ada di Pelosok Pelosok Tanah Air yang selama ini Sekolah dan Belajar Penuh dengan Perjuangan penderitaan.Sekali lagi Terima Kasih Pak Prabowo Presiden NKRI yang Tulus.,Neutral
4170,Guru s d n negeri Maret sembilan belas delapan pulu tiga masa kerja tiga pulu tiga THN sepulu BLN berhenti Desember dua ribu enam belas  pensiun Januari duaribu tujubelas golongan empat b,Neutral
4171,Terima kasih bapak Presiden Prabowo.🙏🙏,Neutral
4172,"""petani gimana mas bowo,
Ada subsidi tdk?""",Neutral
4173,"Janjinya emang cuma makan gratis, ternyata banyak turunannya, ❤presiden Prabowo🎉",Neutral
4174,"Wah guru2 tambah makmur kuadrat dong. 
Blm proyek tahunan dll",Neutral
4175,"Pak Presiden, guru yang dibawah kemenag juga ya pakkk",Neutral
4176,Patriot sejati....👍👍👍🙏,Neutral
4177,Guru swasta bagaimana nasibnya Pak?,Neutral
4178,Tenaga kesehatan menangis melihat ini,Neutral
4179,"Trimakasih saya ucapkan kpd bpk presiden yaitu bpk prabowo subianto,karena tlah memperhatikan nasib seoarang pahlawan tanpa jasa,yaitu para guru,untuk itu saya ingin menyampaikan tentang nasib para guru yg masih honor,kenapa di daerah kami belum ada pengangkatan guru honor,,? Kendati ada tetapi kenapa harus menunggu   waktu 2 thn baru boleh mengikuti ujian p3,k, apakah harus demikian aturannya,untuk itu kami ingin pak presiden mau menyusuri kedaerah daerah terutama daerah bali tolong rubahlah aturannya,,biar tidak ada guru honor dan supaya tidak ada campur tangan dari dinas pendidikan daerah,kami ingin dinas pendidikan di daerah propinsi maupun di kabupaten harus di tlusuri,jangan-jangan ada fungli dalam froses pengangkatan para guru,,sehingga begitu sulitnya untuk mancari pekerjaan guru di daerah kami,,padahal di daerah kami masih banyak kekurangan tenaga guru,,maka dari itu bpk presiden untuk menyelusuri semua dinas pendidikan di seluruh propinsi dan di kabupaten bila perlu di sekolah- sekolah juga harus di tlusuri siapa tau kepseknya ada main-main,sudah kekurangan tenaga guru malah nggk mau menerima guru honor,hal ini perlu di tlusuri.",Neutral
4180,"Baarokalloh,semoga tetap sehat amanah dan sukses untuk Bapak presiden..aamiin",Neutral
4181,Semoga para pembantu pak Prabowo amanah dan berjuang bersama sekuat tenaga untuk kemakmuran negara ini.,Neutral
4182,Alhamdulillah aamiin saya tunggu pak,Neutral
4183,❤❤❤❤❤❤❤,Neutral
4184,"ketika seorang laki-laki yg tulus ikhlas,,berbicara sampai menangiss.. di situ lah letak tanggung jawab yg ikhlas mengabdi",Neutral
4185,"Iya si gajih guru yg kasian gua ingat ktika almarhum paman ak dia jadi guru dpedalaman jauh tp gajih nya gk sbrp mulai dri dlu sdh kcil nominal gjih ny ,beliau buat beli kbutuhan alat"" mandi dll aj masih kekurangan. Apa lagi buat balik KAmpung ,smpai beliau jadi guru Kapala dsna smpai Punya ank istri dn meninggal pun dsana 😊bgt berjasa tp gajih nya TDK sbrp ,smoga bapak Prabowo naikin gajih guru  guru skrng lebih terbantu 😊makmur",Neutral
4186,"Ya Allah pak prabowo Luar biasa, Sehat selalu Pak presiden Semoga Engkau diberi umur Panjang supaya terus Memimpin Indonesia ini  menjadih lebih baik😍😍",Neutral
4187,"Alhamdulillah, semoga sehat selalu pak presiden",Neutral
4188,Rakyat sangat mencintai pemimpin bangsa cinta rakyat❤,Neutral
4189,"Berkeadilan sosial dan kemasyarakatan,,, status p3k  dihapus dan diganti PNS 🤲🙏",Neutral
4190,"Partai partai kan gabung jadi satu, bubarkan saja Pk digabung jd satu",Neutral
4191,Usut tuntas fufu fafa,Neutral
4192,Terima kasih bapak Presiden. Semoga bapak sekeluarga selalu diberikan kesehatan. Amiin,Neutral
4193,pak.presiden naikan harga jagung 6500 harga lokasi untuk rakyat petani jagung di indonesia demikian atas perhatinya bpk presiden rebublik indonesia terima kasih dan wasalam. saya benama ruslan di dompu selaku anggota tim.kemenangan pilpres.pak prabowo.di dompu ntb.,Neutral
4194,"Terimakasih pak 🙏❤
Semoga kami para guru lebih semangat dlm membersamai anak didik dg hati & totalitas profesiinal",Neutral
4195,"Menit ke 25:50😢 serasa Pak Presiden langsung bilang terima kasih di kuping ini. 
Terima kasih, Bapak Presiden. 
😭😭😭🥺",Neutral
4196,"Hlo. Nok presiden,,,,giman dngn TNI ????? Mereka tuh kerja taruhan nyawa hlo pakkkkkkk",Neutral
4197,"MasyaAllah sepanjang menyaksikan pidato bpk presiden menetes  terus airmata ini..semoga Bapak sehat selalu,,semoga Indonesia sejahtera Aamiin",Neutral
4198,"10 tahun kmren gmna ini partai pdip, liat prabowo buktikan kesejahterakan rakyat, bu megalodon kmna 10 thun kmren malah mensejahterakan koruptor biang2 korupsi",Neutral
4199,Kualitas didikan zaman sekarang beda dengan zaman dahulu...yg penting absen,Neutral
4200,Gak rugi noblos bapak sampek 3 kali 😢 😂😂,Neutral
4201,Terimaksih bapak presidenku🙏🙏🙏♥️♥️♥️❤️❤️❤️❤️🥲🥲🥲🥰🥰🥰🥰🥰😘😘😘😘🫰🫰🫰🫰🫰🫰💐💐💐💐💐🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🔥🔥🔥🔥🔥🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🙏🙏🙏🙏🙏🙏🙏🤲🤲🤲🤲🫶🫶🫶🫶🫶🫶🫶😘😘😘😘😘🥰🥰🥰🥰🥰🥰🥰🥰🥰🌷🌷🌷🌷🌷🌷🌷💐💐💐💐💐💐💐💐💐,Neutral
4202,Alhamdulillah tabarakallah,Neutral
4203,Semoga bpk Prabowo selalu sht panjang umur 🤲 amin,Neutral
4204,"Semoga bpk selalu sehat wal'afiat, dijauhkan dari orang-orang yg khianat, dari kedzoliman orang-orang fasik dan munafik. 
Ya Allah jaga diri lahir dan bathin pak Prabowo. ❤❤❤",Neutral
4205,"Alhamdulillah, semoga indonesia makin jaya",Neutral
4206,MasyaAllah tabarakallah.....sehat panjang umur pa presidenku...,Neutral
4207,Tulusnya Presiden kita.. Mantapz ❤❤❤👍👍👍,Neutral
4208,"Naikan jg gaji perawat dimnapun rmh sakit,klinik",Neutral
4209,Hidup pa prabowo...,Neutral
4210,"Hlo. Nok presiden,,,gimana dngn TNI ????? Mereka tuh kerja taruan nyawa hlo pkkkkkkkk",Neutral
4211,sami'na wa ato'na idolaku sehat selalu Persidenku,Neutral
4212,Subhanallah,Neutral
4213,Guru swasta  gimana kesejahteraannya?,Neutral
4214,Semoga semua guru di Indonesia benar² sejahtera di bawah pak Presiden Prabowo. Amin,Neutral
4215,"🎉🎉🎉🎉 kupersembahkan untukmu wahai presidenku...kami guru² didaerah siap bekerja keras mencerdaskan anak bangsa..
Terima kasih presiden idolaku❤❤❤",Neutral
4216,Benar pak persiden ku guru itu       segala gala nya 👍👍,Neutral
4217,"Alhamdulilah....hidup pak Prabowo,hidup guru❤❤❤",Neutral
4218,"Presiden kita sudah pasti mengerti perasaan guru, karena presiden kita juga anak guru Prof. Sumitro Joyo Hadi Kusumo.",Neutral
4219,"Saya bangga punya Istri guru, yg jadi plopor pembangunan di desa tertinggal dulu ... sekarang sdh berbeda, pengabdian nyaris mengabdi 30 th, terasa banget kemajuan nya. Alhamdulillah meski dalam keprihatinan yg luarbiasa .... Terimakasih pak Prabowo ... Dan saya sendiri juga dengan segala keterbatasan, bersama keluarga dan masyarakat telah bisa bangunan sekolah madrasah yg sekarang sdh maju, meski sdh kami wakafkan ....❤",Neutral
4220,Sikat para koruptor!!!🔥,Neutral
4221,Muantab Bapak semoga menjadi kenyataan,Neutral
4222,Payah jaringan kau,Neutral
4223,Saya terharu dan menangis atas penyampaian pak presiden Prabowo dipanjangkan umurnya disehatkan jasmani dan rohani nya,Neutral
4224,"Yaa Alloh, berikan panjang umur dan kesehatan kepada bpk Prabowo. Begitu besar jiwa tanggung jawab dan pengabdian kepada bangsa dan negara",Neutral
4225,Honorer belum sertifikasi bagaimana pak? Semoga sehat selalu presidenku,Neutral
4226,Yg penting pengabdian nya tulus,Neutral
4227,Terimakasih banyak Pak Presiden❤❤❤❤❤,Neutral
4228,"Kami bersabar pak, trimaksih sdh punya hati yg liar biasa utk sekolah yg layak siswa dan gaji yg layak utk guru, trimakasih pak & para mentri, sehat2 lalu💕💕💕💕💕",Neutral
4229,KKN JUGA HARUS DI HENTIKAN PAK PRESIDEN,Neutral
4230,Kami cinta prabowo gibran❤❤.,Neutral
4231,Menyala presidenku.,Neutral
4232,Salamuaikum bapa persiden  yag terpilih oleh rakyat cenderal gatukus yag selalu mengalah persiden yag Sagat baik yes yah guru keduwaorag tuwakita ssoga buguru paguru Sagat baik yag patut kitajotoh,Neutral
4233,AlFatihah u Presidenku Bp Prabowo smg Allaah sllu melindungi d merahmati. Allaahumma Aamiin... ❤❤,Neutral
4234,"Semoga bapak selalu diberikan kesehatan dan kelancaran, terima kasih pak kami merasakan ketulusan anda❤",Neutral
4235,"Berkali kali mendukung pak Prabowo, Alhamdulillah ya Allah, impian saya terwujud BP menjadi presiden",Neutral
4236,"Terima kasih Pak Prabowo.., saya sudah lulus ppg bulan November 2024. Terima kasih atas kebaikan mu yg berpihak pada guru. 🙏🙏🙏",Neutral
4237,Nasib guru honorer dibawah naungan kemenag gmn pak ini...,Neutral
4238,Pendidikan di nomer 1 hebat bpk Presidenku semoga panjenengan bersama bpk menteri Penddkan terangkat derajadnya oleh Alloh Swt.,Neutral
4239,Apakah hanya untuk guru yang sertifikasi pak?,Neutral
4240,"Sifat yang tegas hati yang tulus ikhlas untuk rakyat terima kasih bapak prabowo engko telah merubah Indonesia lebih maju kurangi mafia mafia musuh negara para koropsi, semoga bapak sehat selalu Panjang umur Aamiin",Neutral
4241,Bagaimana dgn nasib para guru honorer dibawah Kemenag?? Spt swmi saya 16 thn mengabdi mengajar d Mi msh blm diangkat menjadi ASN....,Neutral
4242,Masya Allah ❤,Neutral
4243,Ini maksudnya untuk ASN 1x gaji pokok tambahan tunjangan sertifikasi apa gajihnya yg bertambah?,Neutral
4244,Siapa yg setuju naikin gaji buruh juga??😂😅,Neutral
4245,"HE IS THE REAL ""OPTIMUS PRIME"" 💪",Positive
4246,Semoga P. Prabowo sehat selalu dan di lindungi Allah SWT,Neutral
4247,Terus bagaimana Pak dengan Pensiunan,Neutral
4248,"KAMI MENDUKUNG PRESIDEN INDONESIA,..MERDEKA DARI KEBODOHAN,DAN HILANGNYA RASA CINTA DAN BELA NEGARA TERHADAP NEGARA DAN RAKYAT,..INTINYA KORUPSI PENGHIANAT RAKYAT DAN NEGARA HARUS D TUMPAS😂😢",Neutral
4249,"Masha Allah.. Terimakasih banyak, Pak, terimakasih semua..  Saya Guru di SMPN 207 Jakarta. Berlinang air mata saya..",Neutral
4250,ikut terharuuu ya allaah😢😢😢😢😢,Neutral
4251,"Jangan cuma guru dan asn yg diperhatikan tp rakyat kecil ,pelaku umkm ,dan golongan rakyat bawah jg diperhatikan,coba perhatikan dg seksama rakyat kecil ,pelaku umkm skarang menjerit karena daya beli yg menurun alias susah duit... Guru dan pns sudah dpt gaji jangan buru buru dinaikan tp dahulukan ekonomi dalam negeri supaya cepat pulih kembali...itu saran dr rakyat kecil semoga didengar dan dipahami oleh prabowo dan jajaranya...trimakasi.",Neutral
4252,"Alhamdulillah barokalloh, yg telah selalu menghargai  guru sebagai penuntun kader bangsa ini",Neutral
4253,Kenapa di ilangin duarsnya astaqfiallahalajim smgga dimudahkan dsn dilancarkan rizky kami atas kuasa dan kehendak mue kami meminta pada yg ada agar kami bisa hidup lebih sejahtera smgga bapak prabowo sehat panjang umur bangsa negara ini makmur dan sejahtera  kami juga guru bisa diangkat asn agar kami bisa hiduo bahagia dan sejahtera karna kami sdh lama mencerdaskan anak bangsa agar masa depan kami bahagia dan sejahtera  kedepannya mudahkan dan lancarkan rizky kami yaa allah aamiin yaa allah yaa robal alaamiin sehat panjang umur bapak prabowo smgga senantiasa  sll dlm lindungan allah swt aamiin yaa allah yaa robal alaamiin sehat sll yaa bapak prabowo salam hormat dan salam sehat dari kami semuanya karna allahlilahhitaqala aamiin,Neutral
4254,Masyaallah terimakasih bpk presiden pak Prabowo Subianto .semoga sehat dan panjang umur pa.,Neutral
4255,"Pak Prabowo memang Presiden yg sangat memperhatikan pegawai pemerintah, selamat untuk para Guru. Mohon juga Bapak Presiden  diperhatikan kesejahteraan Tenaga Kesehatan.",Neutral
4256,"Tolong hargai guru"" honorer pak..
Berilah gaji yang pantas buat mereka..",Neutral
4257,Pak presiden mohon perhatiannya kepada perawat,Neutral
4258,Semoga sistem kepolisian juga segera diperbaiki... karena sudah sangat bobrok kepolisian indonesia,Neutral
4259,Aku sangat bangga mempunyai presiden yang selalu memikirkan kesejahteraan rakyat dan khususnya para guru beliau sangat menghormati kepada guru dan selalu memikirkan kesejahteraan rakyatnya bravo bapak presiden Prabowo Subianto,Neutral
4260,Pengen daftar jadi guru,Neutral
4261,gaji pegawai taikin semuanya rakyat menderita  pajak naik  blm  makan gratis sekolah  gratis kesehatan graris bansos  bingung gimana ya,Neutral
4262,Seandainya sekolah di gratiskan sampai jenjang universitas pasti tambah topppp pak presiden...❤,Neutral
4263,"Rakyat yg miskin juga ingin merasakan dan menikmati kemerdekaan di nkri ini

Perlu di sejahtrakan hidup nya...mksh pak",Neutral
4264,Sehat selalu pa Presiden beserta jajarannya kabinet Merah Putih.,Neutral
4265,😢😢😭🥺🥺🥺,Neutral
4266,"Masyaallah ya Allah,,mudh2n pak prabowo presidenku sehat walafiat panjang umur,😭😭😭 ya Allah🥰🤲🤲🤲 semoga segala urusan dan cita2 baik di kabulkan dan di lancarkan❤",Neutral
4267,Sehat selalu Bapak Presidenku  Prabowo  yg Kami cintai..,Neutral
4268,"Blom setahun udh direalisasikan, selamat para guru, ikut bahagia, moga makin semangat mengajar dg hati yg ikhlas demi mencerdaskan anak bangsa",Neutral
4269,Pak Prabowo idola saya. Semoga bpak selalu sehat Panjang umur. Saya bangga karena sudah memilih bapak berapa priode saya tetap  memilih bapak,Neutral
4270,"Kami bangga dg presiden kita Bpk Praboeo Subianto, memperhsyikan pendidikan yg no.1 fi negara. InsyaAllah indonesia dg pendidikan yg baik akan cepat menjadi negara maju. Sehat dan sukses sll bpk Presiden, keluarga dan para menterinya.",Neutral
4271,"Bgmna dg para tenaga pendidik atau staf karyawan yg mendukung kinerja para guru.. 
Apakah ada perhatian jg ?",Neutral
4272,"Ini maksudnya bagaimana?, apakah sertifikasi trima dobel?, bukannya selama ini sertifikasi dihitung 1 kali gaji?,yg paham tolong komen 😊",Neutral
4273,PRNULISAN JUDUL INI APA  NDAK SALAH ?????,Neutral
4274,Ikut terharu pak Prabowo 😭😭😭,Neutral
4275,Ortu saya wakaf tanah untuk sekolah SD tapi anak saya sekolah tamat smk sampe sekarang belum bisa ambil ijasah bagaimana mau kuliah pk....,Neutral
4276,"Subahannallah,alfateha,,,🤲 panjang umur bapak presiden,,,amin....",Neutral
4277,"Sehat slalu Pak Prabowo bersama timnya yang berjuang ikhlas untuk negeri ini.
Semoga selalu dalam lindungan, hidayah, dan Rahmat Allah SWT. Aamiin aamiin aamiin 🤲",Neutral
4278,lyU,Neutral
4279,Naikan gajih buruh pak.. dan buka peluang kerja dengan gajih  yg sesuwae,Neutral
4280,"Sy memberi peringatan korupsi harus berhenti di RI. Kabinet Merah Putih, pemerintah yg sy pimpin, tdk akan ada toleransi kepada korupsi dan pencurian dan penyelewangan, berhenti, berhenti berhenti. Presiden Prabowo.",Neutral
4281,"Presiden Prabowo, Presiden yang memberi banyak harapan buat kemajuan Indonesia, Semangat Pemberantasan KORUPSI Beliau ulang2 di setiap kesempatan, memberikan harapan bahwa Negara kita bisa bangkit dan bersih dari korupsi yg merupakan BIANG KEROK Kehancuran bangsa.

Semangat dan Panjang Umur serta sehat selalu buat Presiden kita PRABOWO SUBIANTO !!!",Neutral
4282,Khofifah emil ngbom pesawat terbang,Neutral
4283,"Insya Alloh pak presiden ku Prabowo Subianto, niat baikmu untuk rakyat Indonesia🇮🇩 pasti akan selalu di Ridhoi Allah swt🤲🤲❤",Neutral
4284,"Gue si yes beliau harus
2 periode atau bahkan seterusnya gpp gw ikhlas  sehat terus pak Prabowo 😊❤",Neutral
4285,"Terima kasih bapak Presiden Prabowo, semoga selalu sehat,  Alhamdulillah untuk para guru",Neutral
4286,"Trus gmna dgan buruh pak, tlong di perhatikan juga pak.
Alhmdulillah guru di perhatikan",Neutral
